ID,index,voices,voiceToEQandComp,effects,voicesToEffects,CPUPerc,MemPerc
0,49,4,4,0,0,87.5,1
1,0,10,10,1,5,131.1999969482,1
1,1,10,10,1,5,168.8000030518,1
1,2,10,10,1,5,193.8000030518,1
1,3,10,10,1,5,100,1
1,4,10,10,1,5,100,1
1,5,10,10,1,5,93.8000030518,1
1,6,10,10,1,5,93.8000030518,1
1,7,10,10,1,5,93.8000030518,1
1,8,10,10,1,5,93.8000030518,1
1,9,10,10,1,5,93.8000030518,1
1,10,10,10,1,5,93.8000030518,1
1,11,10,10,1,5,93.8000030518,1
1,12,10,10,1,5,100,1
1,13,10,10,1,5,93.8000030518,1
1,14,10,10,1,5,93.8000030518,1
1,15,10,10,1,5,93.8000030518,1
1,16,10,10,1,5,100,1
1,17,10,10,1,5,93.8000030518,1
1,18,10,10,1,5,93.8000030518,1
1,19,10,10,1,5,100,1
1,20,10,10,1,5,100,1
1,21,10,10,1,5,93.8000030518,1
1,22,10,10,1,5,93.8000030518,1
1,23,10,10,1,5,87.5,1
1,24,10,10,1,5,100,1
1,25,10,10,1,5,93.8000030518,1
1,26,10,10,1,5,100,1
1,27,10,10,1,5,93.8000030518,1
1,28,10,10,1,5,93.8000030518,1
1,29,10,10,1,5,93.8000030518,1
1,30,10,10,1,5,100,1
1,31,10,10,1,5,93.8000030518,1
1,32,10,10,1,5,93.8000030518,1
1,33,10,10,1,5,93.8000030518,1
1,34,10,10,1,5,93.8000030518,1
1,35,10,10,1,5,93.8000030518,1
1,36,10,10,1,5,100,1
1,37,10,10,1,5,93.8000030518,1
1,38,10,10,1,5,87.5,1
1,39,10,10,1,5,100,1
1,40,10,10,1,5,93.8000030518,1
1,41,10,10,1,5,93.8000030518,1
1,42,10,10,1,5,100,1
1,43,10,10,1,5,93.8000030518,1
1,44,10,10,1,5,106.6999969482,1
1,45,10,10,1,5,93.8000030518,1
1,46,10,10,1,5,93.8000030518,1
1,47,10,10,1,5,100,1
1,48,10,10,1,5,93.8000030518,1
1,49,10,10,1,5,93.8000030518,1
2,0,25,25,1,10,100,1
2,1,25,25,1,10,93.8000030518,1
2,2,25,25,1,10,93.8000030518,1
2,3,25,25,1,10,93.8000030518,1.1000000238
2,4,25,25,1,10,93.8000030518,1.1000000238
2,5,25,25,1,10,93.8000030518,1.1000000238
2,6,25,25,1,10,93.8000030518,1.1000000238
2,7,25,25,1,10,106.1999969482,1.1000000238
2,8,25,25,1,10,93.8000030518,1.1000000238
2,9,25,25,1,10,100,1.1000000238
2,10,25,25,1,10,100,1.1000000238
2,11,25,25,1,10,100,1.1000000238
2,12,25,25,1,10,100,1.1000000238
2,13,25,25,1,10,100,1.1000000238
2,14,25,25,1,10,106.6999969482,1.1000000238
2,15,25,25,1,10,100,1.1000000238
2,16,25,25,1,10,100,1.1000000238
2,17,25,25,1,10,106.6999969482,1.1000000238
2,18,25,25,1,10,113.3000030518,1.1000000238
2,19,25,25,1,10,112.5,1.1000000238
2,20,25,25,1,10,93.8000030518,1.1000000238
2,21,25,25,1,10,93.8000030518,1.1000000238
2,22,25,25,1,10,93.8000030518,1.1000000238
2,23,25,25,1,10,100,1.1000000238
2,24,25,25,1,10,93.8000030518,1.1000000238
2,25,25,25,1,10,100,1.1000000238
2,26,25,25,1,10,100,1.1000000238
2,27,25,25,1,10,100,1.1000000238
2,28,25,25,1,10,100,1.1000000238
2,29,25,25,1,10,94.0999984741,1.1000000238
2,30,25,25,1,10,100,1.1000000238
2,31,25,25,1,10,100,1.1000000238
2,32,25,25,1,10,106.6999969482,1.1000000238
2,33,25,25,1,10,100,1.1000000238
2,34,25,25,1,10,93.3000030518,1.1000000238
2,35,25,25,1,10,100,1.1000000238
2,36,25,25,1,10,100,1.1000000238
2,37,25,25,1,10,106.6999969482,1.1000000238
2,38,25,25,1,10,100,1.1000000238
2,39,25,25,1,10,93.8000030518,1.1000000238
2,40,25,25,1,10,106.6999969482,1.1000000238
2,41,25,25,1,10,93.8000030518,1.1000000238
2,42,25,25,1,10,106.6999969482,1.1000000238
2,43,25,25,1,10,93.8000030518,1.1000000238
2,44,25,25,1,10,100,1.1000000238
2,45,25,25,1,10,100,1.1000000238
2,46,25,25,1,10,93.8000030518,1.1000000238
2,47,25,25,1,10,100,1.1000000238
2,48,25,25,1,10,106.6999969482,1.1000000238
2,49,25,25,1,10,100,1.1000000238
3,0,40,40,3,15,106.1999969482,1.2000000477
3,1,40,40,3,15,100,1.2000000477
3,2,40,40,3,15,100,1.2000000477
3,3,40,40,3,15,100,1.2000000477
3,4,40,40,3,15,100,1.2000000477
3,5,40,40,3,15,106.6999969482,1.2000000477
3,6,40,40,3,15,93.8000030518,1.2000000477
3,7,40,40,3,15,131.1999969482,1.2000000477
3,8,40,40,3,15,100,1.2000000477
3,9,40,40,3,15,93.8000030518,1.2000000477
3,10,40,40,3,15,100,1.2000000477
3,11,40,40,3,15,100,1.2000000477
3,12,40,40,3,15,106.6999969482,1.2000000477
3,13,40,40,3,15,100,1.2000000477
3,14,40,40,3,15,100,1.2000000477
3,15,40,40,3,15,100,1.2000000477
3,16,40,40,3,15,93.8000030518,1.2000000477
3,17,40,40,3,15,100,1.2000000477
3,18,40,40,3,15,100,1.2000000477
3,19,40,40,3,15,93.8000030518,1.2000000477
3,20,40,40,3,15,100,1.2000000477
3,21,40,40,3,15,100,1.2000000477
3,22,40,40,3,15,93.8000030518,1.2000000477
3,23,40,40,3,15,100,1.2000000477
3,24,40,40,3,15,106.6999969482,1.2000000477
3,25,40,40,3,15,106.6999969482,1.2000000477
3,26,40,40,3,15,93.8000030518,1.2000000477
3,27,40,40,3,15,100,1.2000000477
3,28,40,40,3,15,100,1.2000000477
3,29,40,40,3,15,93.8000030518,1.2000000477
3,30,40,40,3,15,100,1.2000000477
3,31,40,40,3,15,100,1.2000000477
3,32,40,40,3,15,100,1.2000000477
3,33,40,40,3,15,106.6999969482,1.2000000477
3,34,40,40,3,15,93.8000030518,1.2000000477
3,35,40,40,3,15,93.8000030518,1.2000000477
3,36,40,40,3,15,93.8000030518,1.2000000477
3,37,40,40,3,15,100,1.2000000477
3,38,40,40,3,15,106.1999969482,1.2000000477
3,39,40,40,3,15,106.6999969482,1.2000000477
3,40,40,40,3,15,100,1.2000000477
3,41,40,40,3,15,106.6999969482,1.2000000477
3,42,40,40,3,15,100,1.2000000477
3,43,40,40,3,15,106.6999969482,1.2000000477
3,44,40,40,3,15,93.8000030518,1.2000000477
3,45,40,40,3,15,100,1.2000000477
3,46,40,40,3,15,100,1.2000000477
3,47,40,40,3,15,93.8000030518,1.2000000477
3,48,40,40,3,15,100,1.2000000477
3,49,40,40,3,15,100,1.2000000477
4,0,50,50,5,20,100,1.2999999523
4,1,50,50,5,20,93.8000030518,1.2999999523
4,2,50,50,5,20,100,1.2999999523
4,3,50,50,5,20,100,1.2999999523
4,4,50,50,5,20,100,1.2999999523
4,5,50,50,5,20,93.8000030518,1.2999999523
4,6,50,50,5,20,100,1.2999999523
4,7,50,50,5,20,93.8000030518,1.2999999523
4,8,50,50,5,20,100,1.2999999523
4,9,50,50,5,20,100,1.2999999523
4,10,50,50,5,20,100,1.2999999523
4,11,50,50,5,20,93.8000030518,1.2999999523
4,12,50,50,5,20,93.8000030518,1.2999999523
4,13,50,50,5,20,112.5,1.2999999523
4,14,50,50,5,20,100,1.2999999523
4,15,50,50,5,20,106.6999969482,1.2999999523
4,16,50,50,5,20,93.8000030518,1.2999999523
4,17,50,50,5,20,93.8000030518,1.2999999523
4,18,50,50,5,20,93.8000030518,1.2999999523
4,19,50,50,5,20,100,1.2999999523
4,20,50,50,5,20,106.6999969482,1.2999999523
4,21,50,50,5,20,100,1.2999999523
4,22,50,50,5,20,93.8000030518,1.2999999523
4,23,50,50,5,20,106.6999969482,1.2999999523
4,24,50,50,5,20,106.6999969482,1.2999999523
4,25,50,50,5,20,100,1.2999999523
4,26,50,50,5,20,93.8000030518,1.2999999523
4,27,50,50,5,20,100,1.2999999523
4,28,50,50,5,20,100,1.2999999523
4,29,50,50,5,20,100,1.2999999523
4,30,50,50,5,20,93.8000030518,1.2999999523
4,31,50,50,5,20,100,1.2999999523
4,32,50,50,5,20,100,1.2999999523
4,33,50,50,5,20,100,1.2999999523
4,34,50,50,5,20,93.8000030518,1.2999999523
4,35,50,50,5,20,100,1.2999999523
4,36,50,50,5,20,106.6999969482,1.2999999523
4,37,50,50,5,20,100,1.2999999523
4,38,50,50,5,20,100,1.2999999523
4,39,50,50,5,20,93.8000030518,1.2999999523
4,40,50,50,5,20,93.8000030518,1.2999999523
4,41,50,50,5,20,93.8000030518,1.2999999523
4,42,50,50,5,20,100,1.2999999523
4,43,50,50,5,20,100,1.2999999523
4,44,50,50,5,20,100,1.2999999523
4,45,50,50,5,20,100,1.2999999523
4,46,50,50,5,20,100,1.2999999523
4,47,50,50,5,20,100,1.2999999523
4,48,50,50,5,20,100,1.3999999762
4,49,50,50,5,20,93.8000030518,1.3999999762
5,0,150,150,0,0,93.8000030518,1.8999999762
5,1,150,150,0,0,93.8000030518,1.8999999762
5,2,150,150,0,0,100,1.8999999762
5,3,150,150,0,0,100,1.8999999762
5,4,150,150,0,0,100,1.8999999762
5,5,150,150,0,0,93.8000030518,1.8999999762
5,6,150,150,0,0,93.8000030518,1.8999999762
5,7,150,150,0,0,100,1.8999999762
5,8,150,150,0,0,93.8000030518,1.8999999762
5,9,150,150,0,0,100,1.8999999762
5,10,150,150,0,0,100,1.8999999762
5,11,150,150,0,0,100,1.8999999762
5,12,150,150,0,0,106.6999969482,1.8999999762
5,13,150,150,0,0,100,1.8999999762
5,14,150,150,0,0,100,1.8999999762
5,15,150,150,0,0,100,1.8999999762
5,16,150,150,0,0,100,1.8999999762
5,17,150,150,0,0,100,1.8999999762
5,18,150,150,0,0,106.6999969482,1.8999999762
5,19,150,150,0,0,100,1.8999999762
5,20,150,150,0,0,100,1.8999999762
5,21,150,150,0,0,106.1999969482,1.8999999762
5,22,150,150,0,0,93.8000030518,1.8999999762
5,23,150,150,0,0,100,1.8999999762
5,24,150,150,0,0,100,1.8999999762
5,25,150,150,0,0,93.8000030518,1.8999999762
5,26,150,150,0,0,93.8000030518,1.8999999762
5,27,150,150,0,0,100,1.8999999762
5,28,150,150,0,0,100,1.8999999762
5,29,150,150,0,0,106.6999969482,1.8999999762
5,30,150,150,0,0,94.0999984741,1.8999999762
5,31,150,150,0,0,100,1.8999999762
5,32,150,150,0,0,106.6999969482,1.8999999762
5,33,150,150,0,0,106.6999969482,1.8999999762
5,34,150,150,0,0,93.8000030518,1.8999999762
5,35,150,150,0,0,100,1.8999999762
5,36,150,150,0,0,100,1.8999999762
5,37,150,150,0,0,93.8000030518,1.8999999762
5,38,150,150,0,0,100,1.8999999762
5,39,150,150,0,0,100,1.8999999762
5,40,150,150,0,0,100,1.8999999762
5,41,150,150,0,0,100,1.8999999762
5,42,150,150,0,0,100,1.8999999762
5,43,150,150,0,0,100,1.8999999762
5,44,150,150,0,0,100,1.8999999762
5,45,150,150,0,0,106.6999969482,1.8999999762
5,46,150,150,0,0,100,1.8999999762
5,47,150,150,0,0,93.8000030518,1.8999999762
5,48,150,150,0,0,100,1.8999999762
5,49,150,150,0,0,100,1.8999999762
